season,teamCode,xBin,yBin,shots,goals,avg_xG,goal_rate
2018,ARI,0,-20,1,0,0.0115801,0.0
2018,ARI,0,-15,1,0,0.00696841,0.0
2018,ARI,0,-10,1,0,0.00794363,0.0
2018,ARI,0,-5,3,0,0.0134278533333333,0.0
2018,ARI,0,0,3,1,0.04618703999999999,0.3333333333333333
2018,ARI,0,10,1,0,0.00704168,0.0
2018,ARI,0,15,1,0,0.00657683,0.0
2018,ARI,0,20,2,0,0.006792660000000001,0.0
2018,ARI,0,25,1,0,0.00993608,0.0
2018,ARI,0,30,2,0,0.005031870000000001,0.0
2018,ARI,0,35,3,0,0.0060563299999999995,0.0
2018,ARI,0,40,2,0,0.00742738,0.0
2018,ARI,5,-40,2,0,0.00579762,0.0
2018,ARI,5,-35,2,0,0.008457055,0.0
2018,ARI,5,-25,1,0,0.00618115,0.0
2018,ARI,5,-20,2,0,0.015699599999999952,0.0
2018,ARI,5,-10,1,0,0.00628466,0.0
2018,ARI,5,-5,3,0,0.008494043333333333,0.0
2018,ARI,5,0,2,0,0.009883065,0.0
2018,ARI,5,15,2,0,0.01202205499999995,0.0
2018,ARI,5,25,2,0,0.0089012,0.0
2018,ARI,5,30,3,0,0.005761646666666666,0.0
2018,ARI,5,35,4,0,0.010519359999999998,0.0
2018,ARI,5,40,1,0,0.00494471,0.0
2018,ARI,10,-40,3,0,0.007360950000000001,0.0
2018,ARI,10,-35,3,0,0.009216133333333333,0.0
2018,ARI,10,-30,1,0,0.00558991,0.0
2018,ARI,10,-10,1,0,0.00855505,0.0
2018,ARI,10,0,1,0,0.00858427,0.0
2018,ARI,10,20,1,0,0.0150818999999999,0.0
2018,ARI,10,25,1,0,0.0124102,0.0
2018,ARI,10,30,1,0,0.00505346,0.0
2018,ARI,10,35,3,0,0.005832956666666667,0.0
2018,ARI,15,-40,3,0,0.005558373333333332,0.0
2018,ARI,15,-35,1,0,0.00613245,0.0
2018,ARI,15,-30,2,0,0.009448679999999949,0.0
2018,ARI,15,-25,4,0,0.0071364,0.0
2018,ARI,15,-20,2,0,0.0062285,0.0
2018,ARI,15,-10,1,0,0.00771837,0.0
2018,ARI,15,-5,1,0,0.00709912,0.0
2018,ARI,15,5,1,0,0.0151939,0.0
2018,ARI,15,10,2,0,0.00884369,0.0
2018,ARI,15,15,1,0,0.0141489,0.0
2018,ARI,15,35,2,0,0.00653892,0.0
2018,ARI,20,-40,1,0,0.0113252,0.0
2018,ARI,20,-30,2,0,0.00836896,0.0
2018,ARI,20,-25,1,0,0.00931199,0.0
2018,ARI,20,-20,1,0,0.00745716,0.0
2018,ARI,20,-15,2,0,0.01442102499999995,0.0
2018,ARI,20,-10,1,0,0.0134647,0.0
2018,ARI,20,-5,4,0,0.017384539999999976,0.0
2018,ARI,20,0,5,0,0.010450908,0.0
2018,ARI,20,5,1,0,0.00898234,0.0
2018,ARI,20,15,3,1,0.2337456,0.3333333333333333
